1.314154220210475288e-01,-2.260933675776883311e-01,4.808902254241229079e-01
-5.096406975906850878e-01,-2.260933675776883311e-01,-8.498337959656436513e-02
5.079086986184143671e-01,-2.260933675776883311e-01,2.310974483507052257e-01
-7.436770587187779835e-01,-1.554391902096608824e+00,-8.763980357612112249e-01
1.271070745775238819e+00,1.102205166941232273e+00,1.612637435465497315e+00
-1.994505066505600568e-02,1.102205166941232273e+00,-3.275006388911446131e-01
-5.935885227779358342e-01,-2.260933675776883311e-01,-2.062420092438544961e-01
-7.296857545209028961e-01,-2.260933675776883311e-01,-1.143175104893892735e+00
-7.894667815481873907e-01,-2.260933675776883311e-01,-1.038076208624264751e+00
-6.444659925883907681e-01,-2.260933675776883311e-01,-7.915169950081081263e-01
-7.718220420181784447e-02,1.102205166941232273e+00,-8.117348505246330115e-01
-8.659994861353914912e-04,-2.260933675776883311e-01,5.325145820134637858e-02
-1.407790414648865673e-01,-2.260933675776883311e-01,-8.418307264089225361e-02
3.150993255271549831e+00,2.430503701460152932e+00,2.906062818369925527e+00
-9.319236970174613610e-01,-2.260933675776883311e-01,-6.508569846172516105e-01
3.807150240922768658e-01,1.102205166941232273e+00,8.850856575817566130e-01
-8.657829862638698470e-01,-1.554391902096608824e+00,-3.275006388911446131e-01
-9.726256728658253525e-01,-2.260933675776883311e-01,-1.135891503206412079e+00
7.737434783780415826e-01,1.102205166941232273e+00,1.290073312786419457e+00
1.310500784878341429e+00,1.102205166941232273e+00,2.090396436275820502e+00
-2.972272611320355695e-01,-2.260933675776883311e-01,-7.074443451193203058e-01
-1.433229149554093029e-01,-1.554391902096608824e+00,-6.904681369686996861e-01
-5.045529506096395611e-01,-2.260933675776883311e-01,-7.882834315508471246e-01
-4.919959580606761418e-02,1.102205166941232273e+00,-6.508569846172516105e-01
2.403094449057861848e+00,-2.260933675776883311e-01,1.887490329332688344e+00
-1.145609070221372150e+00,-2.260933675776883311e-01,-7.316960710487783182e-01
-6.902557154178002863e-01,-2.260933675776883311e-01,1.003110723771785784e+00
6.681727285213474588e-01,-2.260933675776883311e-01,1.039488312665972636e+00
2.535213495661394756e-01,-2.260933675776883311e-01,1.087991764524888882e+00
8.093577072453600474e-01,-2.260933675776883311e-01,-3.275006388911446131e-01
-2.056478154732166441e-01,-1.554391902096608824e+00,7.669479326648913353e-02
-1.272802744747509651e+00,-2.882690436615529261e+00,-1.378408762500992424e+00
5.001147032431958045e-02,1.102205166941232273e+00,-2.062420092438544961e-01
1.445326079876047221e+00,-2.260933675776883311e-01,1.935993781191604368e+00
-2.412620443405351367e-01,1.102205166941232273e+00,-4.406753598952820594e-01
-7.169663870682890794e-01,-2.260933675776883311e-01,-7.316960710487783182e-01
-9.688098626300412075e-01,-2.260933675776883311e-01,-8.933742439118318446e-01
1.670296508883660214e-01,1.102205166941232273e+00,3.708364091504103011e-02
2.816473891267808671e+00,1.102205166941232273e+00,1.686201004118186741e+00
2.051877532462072495e-01,1.102205166941232273e+00,-4.317830603878141105e-01
-4.282367458939571603e-01,-1.554391902096608824e+00,2.270554940291288903e-01
3.018549458860717016e-01,-2.260933675776883311e-01,-8.498337959656436513e-02
7.203221350770637743e-01,1.102205166941232273e+00,-2.135175270226918887e-01
-1.018415395695234871e+00,-2.260933675776883311e-01,-3.347761566699820057e-01
-1.461049383046193029e+00,-1.554391902096608824e+00,-1.297569676069465716e+00
-1.891126377848187934e-01,1.102205166941232273e+00,-3.275006388911446131e-01
-1.014599585459450726e+00,-2.260933675776883311e-01,-8.157687209375661386e-01
